Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Global_active_power,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Space_heating,Appliances,Lighting
59.4,69.4,64.1,56.3,76.17,1388.486,5930.8,1326.0,1902.0,10213.0,6422.788666666666,15893.989966666666,629.5073666666666
63.8,66.0,64.6,59.2,82.63,1225.22,5262.8,2225.0,404.0,9408.0,5573.986666666667,14061.589466666666,637.1714666666667
62.9,74.0,68.8,58.8,71.83,873.96,3752.0,379.0,431.0,6943.0,4501.78,9734.1825,184.7884
60.7,74.0,67.2,58.8,75.3,1868.574,7955.2,2948.0,6500.0,13400.0,5678.838,23822.1589,1642.5489
61.1,63.6,62.4,57.6,84.47,1372.656,5876.4,3612.0,1707.0,5976.0,7420.2519999999995,13833.1225,1167.3999999999999
58.0,71.8,66.2,51.1,60.28,1309.324,5548.8,747.0,2293.0,9559.0,6100.6613333333335,14990.568633333334,539.7935333333332
53.8,62.1,57.4,51.4,80.81,1159.654,4988.8,236.0,453.0,7728.0,7073.671333333334,11725.692933333334,173.55223333333333
52.6,68.6,62.9,50.3,64.46,1300.764,5554.8,1009.0,399.0,10281.0,6605.288,14515.4639,349.281
54.1,67.7,60.8,50.5,70.3,1028.714,4435.6,1005.0,417.0,7644.0,5314.884666666667,11295.689866666668,341.20556666666664
56.9,58.6,57.7,54.0,87.44,1392.762,5968.2,1867.0,402.0,8738.0,7917.054,14333.154700000001,569.0885
58.9,71.9,66.0,53.9,65.59,1631.436,6941.0,930.0,5433.0,11807.0,6065.052,20015.9803,1010.8815999999999
56.8,66.8,61.5,56.4,83.8,1576.326,6818.4,4673.0,445.0,6538.0,9323.502,15067.8938,1268.2939
57.9,74.1,66.5,57.5,73.77,1697.708,7303.4,960.0,364.0,10322.0,10735.342666666667,16599.786066666667,365.91046666666665
62.9,64.3,63.6,57.4,80.25,1221.862,5211.8,0.0,368.0,8249.0,7613.327333333334,12257.760833333334,108.85843333333332
63.6,80.5,73.1,61.0,67.47,1519.21,6465.2,1910.0,3727.0,9371.0,6768.383333333333,17267.734733333335,1022.9262333333332
61.4,69.9,64.7,60.5,86.75,1505.29,6404.2,4202.0,357.0,7991.0,8093.303333333333,15423.730133333334,1131.5598333333332
60.4,80.2,72.4,60.6,68.6,1518.846,6449.4,1569.0,351.0,12367.0,7331.482,17304.3282,483.8949
61.9,66.8,63.3,60.0,89.23,1304.6,5480.0,0.0,370.0,12477.0,6014.806666666666,15566.798666666667,94.87566666666666
53.0,54.7,53.8,50.4,88.25,1533.07,6566.8,4010.0,2381.0,8347.0,7038.043333333333,16834.227533333335,1351.9860333333334
50.5,63.9,58.1,45.1,63.29,1358.564,5778.2,1014.0,2448.0,10227.0,5960.394666666667,15906.563866666667,624.3854666666666
48.6,57.2,52.9,47.0,80.36,1232.788,5305.2,0.0,2168.0,7920.0,6801.049333333333,13076.155533333334,347.57393333333334
50.5,65.8,60.5,47.3,64.3,1718.35,7245.6,2019.0,4730.0,10548.0,7454.0633333333335,19715.362633333334,1191.1500333333333
48.6,66.9,58.9,47.8,68.04,1131.22,4815.0,1012.0,751.0,8485.0,5674.913333333333,12593.981433333334,391.0281333333333
54.3,57.2,55.8,53.3,91.27,1431.45,6105.0,1221.0,370.0,10890.0,7489.03,15696.9007,403.7353
54.2,75.3,64.8,53.6,69.22,2127.446,9012.4,4347.0,2584.0,12688.0,10327.348666666667,23181.380566666667,1486.5845666666667
59.9,63.4,61.4,58.9,91.38,1731.104,7314.6,1920.0,385.0,11242.0,9938.614666666666,17834.980966666666,595.1366666666667
56.9,72.7,65.8,58.5,79.05,1501.738,6349.6,1014.0,363.0,10677.0,8471.559333333333,15828.680333333334,360.51463333333334
55.2,70.5,63.1,55.8,78.12,1375.006,5795.6,998.0,360.0,7415.0,9065.735333333334,12935.531633333334,362.0652333333333
60.3,61.6,60.9,56.2,84.3,1872.364,7894.2,2249.0,5800.0,10808.0,8088.741333333333,21391.824933333333,1397.7625333333333
56.1,75.4,66.9,55.5,69.36,1345.342,5686.0,0.0,367.0,9060.0,8419.527333333333,13460.269133333333,114.96223333333333
53.2,64.8,57.9,53.0,84.16,1612.58,6833.8,4801.0,349.0,9432.0,7999.766666666666,17228.324166666665,1274.6882666666666
51.9,58.5,55.2,45.1,69.0,2100.496,8848.6,3462.0,629.0,12573.0,11876.365333333333,21502.534233333332,1017.9647333333332
46.4,57.7,51.7,47.3,85.53,1549.95,6529.2,990.0,3257.0,6071.0,9861.83,14527.5114,761.5478999999999
55.2,55.3,55.3,52.0,88.61,1423.782,6071.6,990.0,286.0,9562.0,8375.334,14607.0671,343.7837
56.1,63.7,58.6,56.6,93.38,1726.568,7439.2,1016.0,419.0,9476.0,11455.422666666667,16232.548766666667,393.07826666666665
57.3,60.6,58.6,56.5,92.65,1860.576,7821.0,1044.0,5126.0,11650.0,8643.552,21002.3462,1017.5923999999999
53.1,62.9,58.5,52.7,81.8,1983.682,8369.8,1032.0,3064.0,11652.0,11200.367333333334,20521.536433333335,754.4532333333333
56.9,62.2,58.5,54.6,87.6,1518.338,6389.0,0.0,389.0,12046.0,8461.632666666666,16413.786066666667,117.33496666666666
53.5,54.7,54.1,50.0,86.05,1669.386,7064.6,2144.0,2335.0,11373.0,7877.0019999999995,18762.523,898.4457
57.8,64.1,60.6,51.0,71.22,1907.94,8085.8,2561.0,5822.0,7171.0,10358.74,19259.6316,1495.9922
46.3,56.3,49.8,45.1,84.21,1461.9759999999999,6126.2,1037.0,535.0,9483.0,8632.305333333334,14912.035433333334,391.2069333333333
52.3,57.0,54.9,50.5,85.21,1609.056,6811.4,1177.0,442.0,9939.0,9858.512,16009.517,422.274
57.3,58.7,58.2,55.9,92.24,2156.896,9112.6,1998.0,7042.0,9984.0,10892.405333333334,22904.117533333334,1528.8561333333332
57.0,64.2,60.5,56.5,86.99,1583.68,6712.2,951.0,429.0,8438.0,10615.053333333333,14749.675833333333,372.21593333333334
55.9,64.2,58.2,55.6,91.34,1866.886,7885.2,2036.0,3187.0,9639.0,10462.275333333333,19046.84213333333,1009.6740333333333
58.5,73.6,67.3,59.7,77.61,2239.19,9427.8,799.0,1655.0,12146.0,14572.136666666667,21334.029466666667,533.0073666666666
57.5,61.4,59.2,54.9,85.7,1971.934,8359.6,698.0,8010.0,4600.0,12309.691333333332,18228.111233333333,1358.2242333333331
51.9,53.9,53.1,51.1,93.14,1667.554,6998.8,844.0,2648.0,10475.0,8990.851333333334,17741.959033333333,634.7086333333333
44.8,54.8,50.0,40.2,69.16,2063.716,8756.4,857.0,2663.0,11331.0,12570.685333333333,20430.162033333334,668.5015333333333
51.9,54.4,52.6,45.9,77.9,1646.01,6965.2,662.0,2542.0,8487.0,10099.83,16140.2163,585.6664999999999
52.6,58.8,55.7,46.6,71.6,1830.494,7739.4,815.0,1435.0,10587.0,11379.644666666667,18002.960466666667,481.68516666666665
53.6,58.3,55.5,51.9,87.64,2133.226,9024.4,7893.0,2277.0,10284.0,9773.215333333334,22972.714533333332,2302.0466333333334
53.4,55.4,54.4,53.0,95.1,1523.156,6363.0,737.0,394.0,13433.0,7246.9186666666665,17708.175066666667,286.7160666666667
48.9,62.9,54.2,51.1,89.98,523.492,2158.8,0.0,360.0,2013.0,4018.6773333333335,4329.421733333334,80.79133333333333
46.9,50.8,48.7,47.5,95.72,523.892,2173.2,0.0,402.0,1967.0,4023.4506666666666,4323.262466666667,86.56506666666667
50.2,61.0,55.1,51.5,88.11,1327.29,5548.6,2263.0,362.0,5090.0,9135.63,11662.7035,670.7932999999999
52.4,63.4,56.9,52.1,84.67,1612.576,6630.2,1037.0,345.0,4015.0,13477.745333333332,11891.060433333334,406.1689333333333
55.0,70.5,65.0,50.9,61.12,1098.6,4713.6,0.0,345.0,2619.0,9619.28,7771.1825,123.719
50.5,69.0,60.0,52.7,78.06,1285.832,5423.6,0.0,312.0,10483.0,7013.350666666666,14082.006466666668,95.67206666666667
55.0,59.8,57.6,54.2,88.67,830.498,3781.0,0.0,344.0,1939.0,7243.912666666667,5892.443566666667,104.64596666666667
55.8,59.0,57.6,50.9,78.46,910.614,4124.2,0.0,346.0,2824.0,7557.238,6917.7315,107.1597
46.4,49.6,47.9,46.2,93.81,847.6,3837.6,963.0,347.0,1892.0,6848.973333333333,6376.438833333334,335.7011333333333
43.6,52.0,49.4,40.4,71.54,1562.316,6699.4,0.0,6214.0,4106.0,9909.772,14439.404,924.9397999999999
39.2,53.9,47.5,41.4,80.34,3134.93,13304.4,7597.0,10409.0,8362.0,16380.596666666666,31275.477866666668,3391.6615666666667
45.4,48.5,46.7,42.8,86.54,1588.438,6806.4,1033.0,430.0,6734.0,11601.079333333333,13654.441033333333,400.76323333333335
46.8,57.0,52.3,46.9,82.09,1619.184,6846.6,1032.0,389.0,10421.0,9806.368,16297.5005,379.2734
48.6,53.2,50.3,45.1,82.27,1733.138,7350.8,1114.0,3271.0,6069.0,11670.372666666666,15556.235266666667,808.1475666666666
41.3,52.0,47.9,44.6,88.34,2578.538,10974.2,6301.0,661.0,14348.0,14006.612666666666,26500.636666666665,1728.2391666666665
42.1,59.7,50.9,44.6,80.52,2091.88,8858.6,1023.0,355.0,10285.0,14796.433333333332,18680.017433333334,412.7437333333333
50.4,52.0,51.0,45.6,81.6,2455.95,10344.0,2475.0,2288.0,14651.0,13927.51,25263.9761,1020.1481
45.0,54.7,49.1,45.0,86.29,2186.494,9129.4,1066.0,2712.0,9430.0,14782.011333333334,19906.850233333334,744.3670333333333
47.7,48.3,48.0,42.8,82.0,1238.46,5223.2,0.0,338.0,6315.0,8925.16,11015.8666,115.9756
49.6,53.8,51.4,48.3,89.53,1621.738,6848.0,2092.0,325.0,9929.0,9500.599333333334,16408.549333333332,625.6174333333333
47.8,48.8,48.2,46.3,93.17,3031.628,12907.0,3952.0,3799.0,15635.0,17452.902666666665,30449.849966666665,1612.6750666666667
46.5,49.9,48.5,45.7,90.25,2365.432,9963.4,4791.0,1829.0,8945.0,15150.297333333334,21679.933233333333,1531.6589333333332
46.6,49.1,47.4,45.5,92.84,1523.636,6353.4,0.0,378.0,10590.0,9367.678666666667,15447.139466666667,123.61326666666666
42.7,42.7,42.7,42.3,98.41,1749.05,7404.2,1079.0,369.0,11204.0,10677.436666666666,17525.038266666666,394.73316666666665
44.3,49.6,46.3,42.7,87.33,1840.238,7794.6,1737.0,3026.0,8704.0,11014.412666666667,18051.548366666666,919.9029666666667
45.9,48.7,47.1,43.8,88.37,1692.336,7177.6,1034.0,347.0,7732.0,12146.692,14836.0749,393.77959999999996
44.8,58.4,52.2,48.2,86.73,1673.93,7123.0,1039.0,348.0,10396.0,10407.656666666666,16550.433566666667,380.2459666666667
47.1,58.1,52.0,48.9,89.6,1711.368,7271.4,1093.0,882.0,8320.0,11634.036,15654.3356,476.64779999999996
48.9,49.0,48.9,45.9,89.34,3405.324,14463.6,3631.0,8823.0,10272.0,21509.108,31388.0501,2253.4464
47.7,51.9,49.5,45.3,85.43,3212.998,13371.0,1063.0,510.0,13378.0,24466.479333333333,26805.751033333334,520.5532333333333
49.9,51.5,50.6,49.7,96.4,2702.85,11266.4,3010.0,345.0,10471.0,19776.17,22903.48,933.9245
48.8,52.7,51.0,49.8,95.41,1515.954,6273.2,909.0,304.0,10002.0,9111.638,15366.9869,332.36449999999996
50.5,57.1,53.5,46.7,77.98,2362.218,9851.2,2491.0,330.0,12440.0,15445.366,22204.0943,770.3072999999999
42.1,42.4,42.3,37.8,84.24,1885.964,7789.8,1113.0,295.0,11361.0,12025.954666666667,18329.51456666667,403.73406666666665
38.6,41.8,40.1,37.8,91.29,2434.668,10157.2,5268.0,2392.0,12386.0,13225.155999999999,24899.9366,1707.5197999999998
37.8,39.0,38.3,35.0,87.94,2401.388,10016.0,1161.0,3481.0,11474.0,15281.382666666666,22892.314166666667,875.5386666666666
36.4,38.7,37.6,33.9,86.45,1616.538,6852.2,1085.0,309.0,9013.0,10612.405999999999,15307.0834,388.20029999999997
35.5,37.5,36.6,33.4,87.94,1793.444,7509.8,0.0,304.0,11343.0,11764.834666666666,17343.456266666668,132.62346666666667
37.0,37.1,37.0,34.0,88.76,1755.164,7300.2,1137.0,302.0,9664.0,11639.394666666667,16500.58326666667,407.94466666666665
39.3,41.4,40.2,36.9,87.89,1738.638,7234.2,1085.0,281.0,11314.0,10556.886,17499.2498,383.19669999999996
38.1,40.5,39.0,34.6,84.26,2058.618,8593.4,831.0,310.0,9852.0,14850.806,18101.1563,360.57529999999997
32.0,41.4,38.0,35.2,89.5,2523.836,10596.0,4005.0,5749.0,9048.0,14784.318666666666,24383.83816666667,1871.7374666666665
36.4,42.2,39.4,37.4,92.53,2466.74,10306.6,3294.0,310.0,13627.0,15351.506666666666,23904.838466666668,961.4118666666666
34.7,34.9,34.8,31.5,87.8,1868.636,7751.8,1117.0,296.0,13256.0,10744.698666666667,19526.977466666667,393.8974666666667
43.2,50.4,47.1,44.3,90.29,2003.144,8291.0,1985.0,2553.0,12886.0,10411.714666666667,21602.393566666666,909.4852666666666
42.7,46.1,44.1,39.2,82.92,2111.02,8726.2,1128.0,4144.0,10889.0,12229.613333333333,21308.923733333333,933.4045333333332
47.1,49.8,48.5,45.4,89.01,1432.522,5935.6,1160.0,273.0,7979.0,9286.447333333334,13646.113333333333,391.1474333333333
40.0,41.0,40.5,39.0,94.41,1815.5339999999999,7519.2,1157.0,255.0,12154.0,10835.758,18493.3572,399.1151
33.0,36.3,34.6,33.9,97.49,1825.574,7663.4,2186.0,261.0,9271.0,11969.944666666666,17045.090866666666,659.8501666666666
36.6,38.6,37.3,35.1,91.92,2002.12,8469.4,3742.0,2497.0,5415.0,13679.693333333333,17266.990633333335,1357.2223333333332
43.6,48.4,46.4,40.6,80.99,1795.45,7475.0,1178.0,252.0,9668.0,12058.943333333333,16706.856833333335,414.47163333333333
43.0,51.4,46.8,45.6,95.76,1797.09,7477.4,0.0,253.0,11334.0,11839.35,17328.7266,126.2811
54.5,54.6,54.6,52.0,90.97,2098.786,8755.6,4251.0,284.0,10813.0,12604.215333333334,20457.166033333335,1168.9824333333333
52.7,53.5,53.0,48.8,85.99,1736.94,7184.6,1125.0,258.0,11293.0,10540.98,17481.0536,389.65459999999996
43.7,47.3,45.4,36.8,71.77,1882.112,7891.4,1538.0,296.0,11773.0,11483.070666666667,18776.542866666667,502.54926666666665
43.7,47.6,45.7,38.4,75.56,2242.502,9353.2,1132.0,6479.0,12819.0,11018.680666666667,24592.362266666667,1242.0145666666665
47.4,49.9,48.7,43.9,83.29,2643.61,11034.2,1099.0,9189.0,14816.0,12345.463333333333,29534.542933333334,1613.1598333333332
46.6,46.6,46.6,44.8,93.14,2015.808,8434.2,2157.0,391.0,10433.0,13199.116,18897.4637,680.0527999999999
46.6,51.2,49.3,45.5,86.86,1798.088,7561.0,2666.0,2115.0,8326.0,10786.942666666666,17483.095966666668,1019.6734666666666
40.2,42.9,41.6,37.9,86.72,1269.638,5232.4,0.0,364.0,9981.0,7104.932666666667,13684.018566666668,103.65496666666667
33.5,40.9,38.1,35.4,90.12,1061.118,4375.6,0.0,285.0,3598.0,8701.346,8205.0916,107.82849999999999
40.3,42.3,41.0,35.6,81.14,1223.732,5041.0,1121.0,279.0,7796.0,7255.550666666667,12404.861566666666,366.17626666666666
30.3,31.0,30.7,23.3,73.8,2972.164,12141.8,0.0,244.0,12209.0,23479.861333333334,24126.238933333334,218.64813333333333
24.7,40.1,32.8,25.5,74.46,1570.642,6364.8,1953.0,217.0,5291.0,11815.787333333334,12869.158733333334,597.3256333333333
30.9,34.8,33.2,31.6,94.0,555.278,2273.6,0.0,218.0,2480.0,4164.312666666667,4736.819366666667,62.47476666666667
35.7,43.8,40.2,31.8,72.39,1195.238,4898.6,0.0,245.0,7145.0,8054.792666666666,11300.237266666667,96.02216666666666
26.5,40.3,33.4,28.5,82.96,1964.188,8190.2,2975.0,246.0,11860.0,11420.789333333332,19874.483133333335,844.1125333333333
39.6,41.2,40.4,38.6,93.23,1406.692,5975.8,765.0,3845.0,2803.0,10051.877333333334,11774.074233333333,789.5903333333333
37.6,53.7,45.2,44.1,96.0,2327.51,9702.4,2417.0,6018.0,11841.0,11953.456666666667,24691.05416666667,1499.0783666666666
39.4,40.9,40.0,35.3,83.23,1913.496,7964.4,6440.0,328.0,10439.0,9522.012,20211.9238,1681.7286
30.3,35.8,34.2,33.2,95.86,1939.994,8111.8,1457.0,5251.0,3245.0,14005.544666666667,15965.083066666666,1180.8469666666665
29.4,34.7,31.4,29.8,94.05,1604.0,6676.2,1247.0,322.0,8650.0,10584.886666666667,15072.783466666668,429.19966666666664
31.6,32.1,31.8,31.3,97.97,1689.862,6961.0,0.0,254.0,12462.0,10076.467333333334,17528.664033333334,111.83663333333334
48.0,51.2,49.9,46.6,88.38,2080.272,8563.4,2687.0,3820.0,9979.0,11673.984,21037.7228,1263.6136
47.5,51.5,49.4,47.5,93.02,1633.27,6797.8,2773.0,299.0,10075.0,9128.983333333334,16854.172733333333,784.3790333333333
54.3,55.9,55.0,49.0,80.31,1788.702,7462.2,1802.0,272.0,9285.0,11812.074,16696.7667,566.8355
40.8,41.0,40.9,35.0,79.28,2102.948,8768.0,2828.0,4288.0,12539.0,10045.922666666667,23213.691466666667,1347.6346666666666
43.3,46.9,44.9,38.5,78.14,1975.988,8301.2,4521.0,5301.0,5887.0,10914.442666666666,19325.277166666667,1905.8156666666666
44.4,48.9,46.7,39.5,75.87,1589.278,6500.0,0.0,261.0,12147.0,9215.459333333334,16787.187133333333,105.94803333333333
42.7,45.8,44.1,37.2,76.58,2182.6,9006.2,1140.0,329.0,16194.0,12250.233333333334,23208.821633333333,415.1701333333333
49.6,51.3,50.4,40.3,68.23,1776.282,7339.2,2277.0,332.0,10301.0,10762.754,17562.9087,681.5475
42.6,42.6,42.6,39.5,88.7,1564.068,6509.6,2731.0,390.0,9561.0,8681.636,16170.8108,783.1338
36.1,43.1,38.5,34.3,85.31,2766.554,11578.4,5811.0,3158.0,15220.0,14199.344666666666,29235.487766666665,1950.6315666666667
33.8,36.3,34.6,31.6,88.62,3317.82,13793.6,2477.0,3154.0,15322.0,21906.16,30747.4542,1202.7104
35.3,37.2,36.3,32.7,86.58,3154.194,13201.4,5649.0,6701.0,12727.0,17554.678,31456.4178,2421.7178999999996
33.5,34.6,34.2,30.9,87.37,1699.866,7091.2,1118.0,376.0,10279.0,10677.182,16658.1025,405.4521
32.2,33.0,32.6,28.5,84.82,1738.028,7170.8,0.0,282.0,13727.0,9823.122666666666,18657.38366666667,113.19906666666667
29.7,34.5,32.2,28.0,84.33,1739.434,7189.8,1148.0,2159.0,9830.0,10222.411333333333,17550.254533333333,652.0580333333334
30.4,31.0,30.6,26.4,84.0,1237.356,5169.6,0.0,341.0,8246.0,7791.912,12322.822900000001,106.62219999999999
31.9,44.2,39.5,32.7,77.79,1910.536,7964.4,2078.0,295.0,12146.0,11226.265333333333,19417.144633333333,631.3337333333333
33.7,41.0,36.7,32.2,83.5,2200.77,9203.2,5096.0,4492.0,8322.0,11969.97,21977.075100000002,1942.9667
41.9,42.5,42.2,39.8,91.06,2843.664,11738.0,3971.0,5960.0,11213.0,16723.768,27644.018,1907.1627999999998
37.9,44.2,41.2,36.2,82.36,1674.472,6961.6,1121.0,348.0,9821.0,10695.917333333333,16198.968533333333,402.6657333333333
41.7,43.5,42.4,37.6,83.09,1425.03,6001.8,896.0,278.0,6608.0,10164.789999999999,12562.1423,335.25489999999996
40.1,42.7,41.6,37.9,86.62,2721.734,11276.6,2301.0,6949.0,14285.0,14104.284666666666,28891.261466666667,1614.2727666666665
34.1,37.3,35.7,32.4,87.79,1573.698,6527.0,0.0,294.0,8996.0,10861.586,14583.384900000001,124.7343
34.1,34.9,34.5,31.9,90.3,2059.038,8521.8,1622.0,280.0,12147.0,13052.226,19993.4775,533.2991
35.7,39.0,37.7,33.0,82.97,3312.852,13871.8,8278.0,6575.0,15309.0,16144.724,35136.2405,3030.6744
33.0,35.9,34.4,32.3,91.9,1807.46,7564.8,3330.0,622.0,7494.0,11880.326666666666,16443.753066666668,986.6320666666666
30.7,36.9,34.9,23.5,63.8,1603.3,6596.8,1159.0,232.0,10915.0,9374.313333333334,16519.079533333334,385.0819333333333
32.2,37.6,34.3,24.6,67.93,1868.39,7695.2,703.0,878.0,14984.0,9635.756666666666,20834.926366666667,363.14616666666666
32.3,32.6,32.4,26.4,78.14,2460.924,10139.6,871.0,6961.0,15960.0,11316.908,28027.7147,1245.684
29.2,34.2,31.9,21.5,65.3,1649.088,6858.0,1104.0,264.0,12987.0,8659.956,18161.1642,369.657
28.9,32.8,30.4,20.3,65.82,2048.396,8527.2,1165.0,273.0,11716.0,13479.918666666666,19439.604966666666,424.97426666666667
40.3,44.0,41.8,34.5,75.36,3131.536,13076.6,6822.0,4483.0,17873.0,14983.765333333333,34134.61603333333,2382.037533333333
32.1,34.0,33.0,31.1,92.73,2182.866,9114.6,5341.0,259.0,15174.0,10283.362,24328.6582,1410.1061
37.1,43.4,40.4,34.1,78.3,1706.638,7150.4,1063.0,228.0,9375.0,11397.339333333333,15974.942633333334,378.0398333333333
35.8,40.3,37.7,32.0,79.8,1943.8220000000001,8041.2,1128.0,263.0,12339.0,12067.120666666666,19288.36826666667,403.03416666666664
28.4,44.1,36.9,31.7,81.93,2639.39,11133.0,2985.0,10477.0,12195.0,11854.156666666666,29266.955066666666,2243.3895666666667
35.5,51.3,42.5,36.1,78.31,1968.66,8183.0,1109.0,299.0,17724.0,9189.94,23087.3281,378.38399999999996
43.2,43.9,43.6,40.0,87.01,1690.022,7044.2,1100.0,254.0,11554.0,9922.760666666667,17397.197366666667,377.96996666666666
41.7,47.2,44.1,39.7,84.62,2332.594,9677.0,2280.0,3256.0,18509.0,9935.931333333334,27675.193833333335,1071.2090333333333
38.3,44.2,41.0,38.2,89.82,1586.032,6482.0,2465.0,226.0,5234.0,11684.857333333333,13142.068933333334,721.8275333333333
42.7,44.8,43.4,39.1,84.68,1318.994,5512.6,0.0,261.0,7037.0,9386.324666666667,11889.496666666666,108.97436666666667
34.8,39.5,36.9,34.8,92.29,781.698,3255.2,0.0,266.0,3925.0,5636.126,6940.4682999999995,80.4157
32.7,33.5,33.1,30.4,89.98,826.45,3392.4,0.0,297.0,5471.0,5182.663333333333,8243.589733333334,80.48223333333333
42.0,46.4,44.2,41.0,88.33,737.268,3040.6,1046.0,262.0,1796.0,5765.796,5718.4012,335.5722
34.9,38.6,37.0,34.4,90.19,1880.736,7970.4,2897.0,293.0,8768.0,12371.032,17325.469699999998,840.2361999999999
31.3,46.5,41.9,31.5,67.95,1316.184,5481.6,2111.0,262.0,3983.0,9819.168,10730.7934,626.1372
46.1,51.7,48.3,40.9,76.51,2238.478,9410.0,3816.0,8576.0,7133.0,11310.759333333333,23038.234833333332,2183.4908333333333
36.2,37.7,37.0,32.6,83.86,2733.656,11337.2,1212.0,3744.0,12471.0,17941.878666666667,25490.992066666666,944.8760666666666
38.3,46.6,42.3,39.1,88.23,1783.144,7441.4,0.0,1602.0,14512.0,9015.621333333333,20150.405533333334,286.21773333333334
44.8,48.1,46.1,45.1,96.2,1169.844,4914.0,1092.0,274.0,7359.0,6973.248,11807.931,356.3184
39.1,47.7,44.3,29.0,55.66,1156.852,4842.8,0.0,268.0,6841.0,7820.1973333333335,10903.589333333333,97.36093333333334
33.6,47.8,39.8,31.2,71.97,2028.918,8501.0,1154.0,246.0,14831.0,11495.506,21432.1781,401.61789999999996
48.8,50.4,49.6,43.8,80.33,1630.75,6961.4,1145.0,5358.0,8006.0,8175.743333333333,17485.117433333333,1071.1164333333334
43.5,50.3,46.7,36.1,66.65,2467.626,10392.0,11178.0,2740.0,8834.0,11745.922,25454.0903,3179.0818999999997
36.9,47.3,42.1,35.2,76.87,1477.442,6337.6,1560.0,310.0,6684.0,10230.780666666667,13200.443566666667,501.3401666666666
35.1,47.2,43.6,32.5,66.29,1848.952,7699.8,1159.0,268.0,13024.0,10667.177333333333,19268.633133333333,399.73113333333333
33.9,49.1,42.7,34.2,73.46,1842.13,7772.0,2214.0,2570.0,8393.0,11201.323333333334,17811.055633333333,975.2190333333333
32.9,39.8,36.3,33.0,87.83,1441.812,6124.8,0.0,271.0,9094.0,9456.184,13940.5551,110.2362
36.1,57.4,47.6,33.8,60.66,1783.474,7579.6,1144.0,265.0,12056.0,10563.171333333334,18257.175933333332,395.1540333333333
35.5,54.1,45.1,34.2,66.84,1696.466,7107.8,1055.0,811.0,12113.0,9347.688666666667,18095.507066666665,438.08936666666665
46.6,52.2,48.7,44.4,85.32,2357.166,9909.8,7253.0,5260.0,12691.0,9238.542,27139.2953,2547.8509
49.8,50.8,50.3,46.6,87.06,1685.556,7062.4,2001.0,369.0,10336.0,9953.132,17006.0707,613.0336
43.4,57.1,50.9,37.0,59.68,1836.21,7690.6,0.0,281.0,11610.0,12066.15,17738.1222,131.8347
39.5,48.5,43.7,26.1,49.85,2405.904,10119.8,3476.0,7288.0,10737.0,11959.868,25516.1006,1929.5854
39.8,53.0,48.8,30.6,50.0,1887.26,7859.4,0.0,364.0,13655.0,11356.106666666667,19441.767466666668,136.75346666666667
39.1,45.7,42.1,29.1,59.92,1445.52,6006.8,1082.0,311.0,10466.0,8003.1,15389.8981,366.2328
41.5,42.4,42.0,36.9,82.16,2149.028,8908.0,2196.0,280.0,18036.0,10210.622666666666,24720.230466666668,647.8504666666666
37.8,55.2,46.8,34.3,62.99,1942.062,8202.6,3478.0,5152.0,8353.0,9872.634,20279.8619,1623.0843
41.0,56.2,48.9,38.5,68.31,1334.732,5537.4,0.0,306.0,9273.0,8224.170666666667,13515.491266666666,105.00986666666667
47.5,60.3,55.2,41.7,60.76,1931.91,8135.0,1110.0,3952.0,12320.0,9679.03,21221.3849,881.8529
42.7,44.8,44.0,36.5,74.7,1450.68,6020.8,1123.0,375.0,12101.0,7043.02,16580.3621,376.63439999999997
42.7,42.9,42.8,38.6,84.96,1191.532,4931.8,0.0,314.0,9458.0,6632.177333333333,12888.906533333333,93.20113333333333
38.0,48.6,43.3,37.2,79.7,1463.906,6073.6,1083.0,308.0,10618.0,8106.1686666666665,15589.045566666668,366.84916666666663
42.3,45.3,43.5,36.4,75.91,1930.022,8167.4,5420.0,682.0,10266.0,10206.040666666666,19926.296966666665,1487.8595666666665
38.4,57.2,50.7,34.1,54.25,1689.17,7128.8,2017.0,3778.0,9015.0,8633.156666666666,17998.949166666665,1071.0053666666665
42.3,46.1,45.0,34.4,66.24,1296.45,5456.8,1078.0,310.0,5999.0,9056.67,11566.9111,375.06289999999996
39.9,40.5,40.2,36.4,86.31,1661.712,7047.8,1710.0,352.0,10149.0,10006.164,16615.7298,540.5514
36.0,44.7,42.2,36.7,81.31,1838.7740000000001,7708.4,2780.0,3315.0,10287.0,9255.304666666667,19735.795466666666,1197.8081666666667
41.1,49.9,45.5,37.6,74.42,1211.004,5042.4,0.0,312.0,8596.0,7334.588,12405.3922,98.8714
46.1,61.6,54.4,49.5,84.33,1713.926,7221.8,1103.0,526.0,9947.0,10931.328666666666,16582.360166666665,424.3967666666666
49.7,55.2,51.7,48.4,88.52,2260.976,9508.8,4527.0,327.0,12225.0,13263.438666666667,22417.82116666667,1246.7126666666666
48.3,49.2,48.7,43.0,80.78,2216.65,9242.4,1611.0,4024.0,9502.0,13900.523333333333,21072.241833333333,1048.2554333333333
52.3,55.4,53.5,41.0,63.66,1477.452,6198.8,1085.0,295.0,9901.0,8668.824,15167.5439,370.33299999999997
41.6,48.4,44.8,33.8,65.64,1823.482,7645.0,2202.0,2711.0,12958.0,8280.947333333334,20883.969333333334,966.4856333333332
